	SC182	GRO-09_nasal_brush	D353_Brus_Nas1	SC173	D363_Brus_Nas1	SC184	SC174_SC173	SC174_SC172	GRO-04_nasal_brush	SC183	SC181	SC185
DEXI	850.0	1273.0	1627.0	692.0	1021.0	537.0	327.0	341.0	569.0	509.0	210.0	100.0
RP11-69E11.4	79.0	145.0	308.0	53.0	197.0	82.0	21.0	12.0	124.0	23.0	5.0	7.0
ZNF716	0.0	4.0	26.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
NOP10	4657.0	8668.0	8830.0	3353.0	5007.0	3324.0	1650.0	1679.0	7285.0	4146.0	2236.0	672.0
FAM89A	21.0	25.0	18.0	47.0	5.0	22.0	21.0	25.0	2.0	49.0	51.0	20.0
KCNIP1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
TDRKH	195.0	74.0	67.0	52.0	44.0	88.0	22.0	26.0	45.0	67.0	31.0	13.0
ZNF708	384.0	377.0	156.0	120.0	91.0	125.0	76.0	93.0	98.0	219.0	137.0	35.0
IST1	1642.0	2627.0	2319.0	810.0	1051.0	1172.0	371.0	466.0	1333.0	916.0	471.0	327.0
ERCC6L2	735.0	1066.0	391.0	343.0	348.0	382.0	143.0	198.0	454.0	367.0	217.0	90.0
MRPL41	6179.0	9708.0	9198.0	4844.0	5808.0	7687.0	2486.0	2826.0	8321.0	2816.0	2149.0	1187.0
ENPP7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CREB3L2	1601.0	1788.0	2555.0	952.0	1150.0	383.0	434.0	635.0	623.0	595.0	389.0	244.0
P2RY8	8.0	1.0	7.0	4.0	4.0	0.0	1.0	4.0	3.0	6.0	34.0	0.0
TP53TG1	3557.0	3847.0	8108.0	2799.0	4862.0	2362.0	1316.0	1292.0	6222.0	1463.0	731.0	375.0
UNC5C	16.0	2.0	1.0	1.0	0.0	8.0	0.0	0.0	1.0	1.0	1.0	0.0
TSEN54	758.0	569.0	521.0	424.0	474.0	456.0	204.0	250.0	432.0	494.0	312.0	87.0
RGMA	97.0	21.0	64.0	4.0	24.0	29.0	3.0	18.0	11.0	118.0	40.0	7.0
ASB18	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
UBA7	647.0	708.0	549.0	309.0	341.0	440.0	155.0	206.0	333.0	306.0	160.0	33.0
MRPS16	2577.0	4231.0	3981.0	1708.0	2493.0	1608.0	865.0	924.0	2726.0	1591.0	851.0	286.0
FAM159A	5.0	8.0	9.0	3.0	3.0	0.0	1.0	4.0	23.0	3.0	8.0	0.0
RAD51B	193.0	243.0	82.0	38.0	46.0	131.0	31.0	36.0	149.0	69.0	49.0	16.0
LDOC1	637.0	352.0	389.0	557.0	238.0	253.0	299.0	245.0	393.0	161.0	113.0	90.0
ARL6IP4	8216.0	11944.0	13153.0	6094.0	8997.0	5926.0	2846.0	3114.0	10830.0	4763.0	2747.0	1180.0
EXT1	566.0	895.0	508.0	255.0	338.0	378.0	124.0	135.0	365.0	354.0	184.0	80.0
SHMT2	807.0	529.0	455.0	335.0	275.0	474.0	195.0	251.0	364.0	1168.0	455.0	76.0
MOB2	911.0	1454.0	995.0	798.0	801.0	733.0	377.0	345.0	910.0	520.0	384.0	216.0
HHIPL1	8.0	1.0	4.0	4.0	0.0	4.0	1.0	0.0	4.0	2.0	0.0	0.0
ATP6AP2	4455.0	4113.0	3274.0	1637.0	2052.0	2723.0	934.0	1121.0	2674.0	2507.0	1575.0	772.0
ZAR1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
CYB5D1	539.0	846.0	398.0	121.0	134.0	327.0	48.0	39.0	951.0	82.0	63.0	70.0
FAM153B	43.0	250.0	458.0	8.0	58.0	83.0	3.0	6.0	90.0	10.0	5.0	5.0
BACE2	6830.0	5302.0	5230.0	6672.0	2477.0	2840.0	3508.0	3614.0	2135.0	2420.0	1924.0	725.0
UBE2E2	637.0	1409.0	672.0	515.0	682.0	463.0	230.0	224.0	428.0	394.0	258.0	85.0
SYNM	229.0	219.0	186.0	72.0	107.0	150.0	44.0	22.0	178.0	104.0	69.0	29.0
KCNA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
GABRG3	11.0	12.0	30.0	4.0	12.0	3.0	3.0	0.0	8.0	3.0	0.0	0.0
PRR34	12.0	19.0	81.0	2.0	26.0	5.0	1.0	0.0	13.0	1.0	3.0	1.0
NLRP10	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	7.0
FIGN	4.0	7.0	1.0	4.0	1.0	10.0	2.0	7.0	1.0	17.0	0.0	1.0
IZUMO1	6.0	15.0	19.0	4.0	7.0	4.0	1.0	7.0	3.0	4.0	2.0	4.0
TMIGD1	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0
B4GALNT4	0.0	2.0	4.0	1.0	6.0	2.0	0.0	1.0	3.0	1.0	1.0	0.0
AP1S2	69.0	84.0	105.0	25.0	51.0	29.0	10.0	27.0	43.0	64.0	261.0	4.0
C8orf33	785.0	2744.0	972.0	519.0	569.0	473.0	256.0	258.0	1398.0	406.0	217.0	114.0
DCAF4L1	33.0	63.0	57.0	11.0	50.0	16.0	7.0	3.0	31.0	3.0	0.0	8.0
ZSCAN22	56.0	37.0	41.0	22.0	33.0	32.0	11.0	19.0	12.0	27.0	6.0	2.0
KCNJ14	89.0	202.0	344.0	47.0	175.0	47.0	23.0	26.0	96.0	34.0	17.0	18.0
FBXL6	594.0	564.0	319.0	346.0	204.0	324.0	169.0	273.0	160.0	367.0	198.0	45.0
C1S	77.0	358.0	174.0	93.0	49.0	97.0	32.0	19.0	42.0	152.0	35.0	43.0
GLTPD2	95.0	189.0	150.0	100.0	177.0	117.0	42.0	68.0	64.0	44.0	36.0	8.0
KIAA2012	1145.0	1281.0	220.0	139.0	75.0	655.0	52.0	50.0	1062.0	66.0	98.0	135.0
LIPF	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
OR5P3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0
C17orf77	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KBTBD3	506.0	707.0	789.0	162.0	404.0	398.0	81.0	99.0	745.0	244.0	101.0	45.0
YBEY	1007.0	1966.0	2368.0	876.0	1155.0	549.0	403.0	335.0	1563.0	616.0	177.0	126.0
FAM87A	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
CLN8	648.0	1410.0	1563.0	571.0	1065.0	362.0	300.0	472.0	689.0	323.0	270.0	106.0
RP5-1142A6.8	0.0	6.0	25.0	1.0	23.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PLCXD1	113.0	138.0	139.0	68.0	100.0	57.0	22.0	39.0	91.0	77.0	38.0	10.0
NXPH4	9.0	3.0	0.0	6.0	1.0	4.0	3.0	1.0	3.0	37.0	8.0	1.0
CACNB4	89.0	132.0	182.0	31.0	55.0	59.0	20.0	28.0	80.0	126.0	74.0	5.0
IFNL1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TRAPPC6B	650.0	743.0	947.0	505.0	551.0	320.0	251.0	226.0	376.0	529.0	236.0	104.0
PGBD4	98.0	179.0	70.0	20.0	81.0	59.0	11.0	32.0	77.0	39.0	9.0	8.0
NPLOC4	1326.0	1422.0	2065.0	700.0	1227.0	819.0	304.0	297.0	810.0	835.0	512.0	211.0
KCNK4	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
TEX19	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSHZ2	3629.0	8431.0	5712.0	1547.0	3548.0	1733.0	715.0	882.0	3808.0	1151.0	477.0	317.0
CAPN12	288.0	666.0	296.0	53.0	78.0	86.0	29.0	96.0	684.0	67.0	52.0	19.0
EXOC7	2038.0	2877.0	3416.0	972.0	2087.0	1419.0	400.0	505.0	1371.0	1000.0	417.0	292.0
KPNA2	499.0	715.0	996.0	204.0	565.0	352.0	108.0	133.0	693.0	1467.0	371.0	91.0
XKRX	130.0	199.0	203.0	44.0	36.0	133.0	20.0	58.0	81.0	83.0	32.0	23.0
BGN	14.0	1.0	9.0	33.0	0.0	11.0	4.0	4.0	0.0	0.0	0.0	47.0
CEP97	509.0	677.0	316.0	123.0	156.0	443.0	68.0	50.0	609.0	221.0	70.0	88.0
LHFPL1	17.0	48.0	12.0	11.0	4.0	11.0	7.0	6.0	18.0	5.0	1.0	0.0
FES	301.0	96.0	130.0	99.0	82.0	143.0	52.0	77.0	71.0	73.0	125.0	13.0
GLRX5	3222.0	3334.0	3379.0	2481.0	2267.0	1580.0	1329.0	1275.0	430.0	1535.0	931.0	326.0
FAM104B	721.0	2558.0	1419.0	409.0	718.0	581.0	184.0	222.0	3246.0	389.0	162.0	91.0
TBPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAV3	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MXRA7	1584.0	659.0	1131.0	269.0	701.0	630.0	105.0	58.0	270.0	849.0	345.0	216.0
LIMK2	2696.0	2932.0	2825.0	1632.0	1320.0	1308.0	735.0	707.0	1058.0	983.0	529.0	271.0
MFSD5	1014.0	767.0	556.0	576.0	391.0	646.0	339.0	377.0	423.0	873.0	385.0	158.0
RNASE10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
ADI1	4781.0	7123.0	5384.0	2341.0	2786.0	5331.0	1171.0	1542.0	5480.0	5698.0	1653.0	987.0
RWDD4	1852.0	2318.0	1794.0	1036.0	1239.0	972.0	570.0	618.0	1598.0	1097.0	765.0	219.0
SPNS3	102.0	276.0	211.0	47.0	106.0	97.0	18.0	34.0	224.0	34.0	50.0	13.0
CLEC4G	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
SATB1	1058.0	1421.0	1661.0	565.0	1008.0	936.0	247.0	261.0	1187.0	452.0	435.0	202.0
NXPH3	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CSF1R	21.0	10.0	22.0	6.0	5.0	11.0	2.0	30.0	4.0	43.0	383.0	6.0
EPHB3	293.0	353.0	359.0	130.0	186.0	187.0	49.0	44.0	123.0	372.0	173.0	66.0
VCX	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ACTL10	189.0	290.0	401.0	139.0	220.0	147.0	59.0	72.0	134.0	160.0	49.0	11.0
EPGN	10.0	3.0	4.0	4.0	3.0	4.0	2.0	1.0	3.0	6.0	2.0	1.0
LINC00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf82	16.0	73.0	56.0	9.0	17.0	27.0	6.0	6.0	236.0	9.0	3.0	3.0
HS3ST4	6.0	16.0	17.0	32.0	9.0	17.0	7.0	7.0	5.0	13.0	12.0	3.0
TRAK1	3655.0	2733.0	3417.0	1382.0	2107.0	2012.0	601.0	671.0	2441.0	1253.0	980.0	476.0
TSPAN10	113.0	169.0	321.0	54.0	172.0	41.0	33.0	30.0	67.0	27.0	14.0	13.0
PLCB1	652.0	426.0	482.0	185.0	96.0	213.0	88.0	132.0	237.0	125.0	60.0	67.0
SKA2	531.0	1372.0	1346.0	431.0	751.0	422.0	205.0	223.0	837.0	615.0	273.0	93.0
NDN	489.0	778.0	413.0	224.0	240.0	427.0	109.0	93.0	251.0	437.0	72.0	51.0
LINC01006	447.0	287.0	542.0	260.0	314.0	275.0	131.0	139.0	252.0	212.0	77.0	67.0
NTM	3.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0
TTC3	4205.0	9931.0	5134.0	2579.0	3351.0	3003.0	1147.0	1418.0	4666.0	1551.0	998.0	645.0
KCNB2	3.0	40.0	4.0	1.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
PPP1R27	1.0	5.0	8.0	0.0	3.0	2.0	0.0	2.0	4.0	3.0	0.0	0.0
BRICD5	16.0	80.0	59.0	17.0	49.0	19.0	9.0	12.0	28.0	13.0	3.0	1.0
GALR2	14.0	37.0	7.0	8.0	5.0	18.0	1.0	5.0	32.0	22.0	12.0	3.0
IGIP	139.0	322.0	368.0	61.0	165.0	91.0	22.0	30.0	107.0	41.0	15.0	16.0
TSKU	865.0	910.0	1763.0	990.0	990.0	826.0	484.0	341.0	656.0	575.0	237.0	148.0
CMC4	28.0	132.0	39.0	10.0	24.0	26.0	4.0	6.0	82.0	7.0	5.0	2.0
ANXA2	37824.0	75481.0	30970.0	16895.0	24195.0	25210.0	9749.0	10726.0	67835.0	32896.0	21396.0	4099.0
RGS6	4.0	13.0	0.0	7.0	11.0	0.0	4.0	2.0	3.0	0.0	4.0	3.0
HOXB4	5.0	12.0	4.0	4.0	3.0	0.0	4.0	2.0	0.0	3.0	6.0	0.0
SLC35D3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PAQR7	57.0	268.0	106.0	24.0	122.0	45.0	6.0	5.0	209.0	62.0	8.0	6.0
PAPPA	13.0	36.0	26.0	13.0	1.0	16.0	8.0	2.0	3.0	3.0	0.0	8.0
MAFA	0.0	8.0	0.0	0.0	1.0	5.0	0.0	1.0	13.0	0.0	0.0	0.0
NGRN	3036.0	329.0	815.0	1994.0	289.0	1792.0	937.0	867.0	322.0	1377.0	902.0	499.0
GRID1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
RPS17	11567.0	74196.0	100939.0	5413.0	63694.0	12403.0	2729.0	3225.0	55639.0	14487.0	6759.0	1744.0
HCAR2	462.0	811.0	342.0	246.0	254.0	375.0	144.0	170.0	407.0	255.0	75.0	42.0
CCDC87	22.0	16.0	13.0	2.0	10.0	13.0	5.0	3.0	11.0	7.0	4.0	1.0
GSTA5	5.0	14.0	10.0	20.0	19.0	5.0	8.0	5.0	29.0	2.0	3.0	1.0
C1orf116	1184.0	993.0	2702.0	688.0	1740.0	636.0	282.0	378.0	932.0	786.0	563.0	222.0
CRIP2	3077.0	3127.0	2203.0	2138.0	2236.0	3564.0	1028.0	1054.0	3088.0	1706.0	914.0	512.0
DDX28	304.0	308.0	275.0	184.0	172.0	167.0	107.0	93.0	270.0	179.0	107.0	36.0
KRTAP13-2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008132.15	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0
ACBD3	3857.0	7686.0	2056.0	1186.0	1369.0	2052.0	503.0	595.0	694.0	2389.0	1571.0	552.0
C16orf72	1411.0	1327.0	2443.0	723.0	1391.0	769.0	251.0	328.0	813.0	745.0	428.0	222.0
PLCXD3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VMO1	102912.0	99498.0	67305.0	55880.0	56607.0	56437.0	32953.0	22573.0	54066.0	12863.0	20314.0	7041.0
ALG12	376.0	745.0	398.0	319.0	235.0	248.0	155.0	165.0	347.0	224.0	141.0	48.0
LCK	84.0	40.0	62.0	68.0	47.0	43.0	39.0	46.0	281.0	108.0	107.0	3.0
GALNT9	2.0	0.0	28.0	0.0	28.0	0.0	0.0	0.0	1.0	3.0	1.0	2.0
COL18A1	135.0	59.0	151.0	135.0	116.0	101.0	43.0	88.0	23.0	177.0	67.0	47.0
RBM10	796.0	939.0	645.0	385.0	371.0	511.0	161.0	197.0	423.0	485.0	253.0	69.0
RP11-181G12.2	7.0	8.0	19.0	5.0	14.0	5.0	4.0	3.0	3.0	2.0	1.0	2.0
ADGRG3	3.0	8.0	15.0	1.0	0.0	4.0	0.0	1.0	5.0	1.0	2.0	0.0
GLUD2	18.0	9.0	19.0	11.0	8.0	8.0	2.0	2.0	1.0	3.0	3.0	1.0
TMEM95	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0
RPL35A	34812.0	66291.0	88772.0	29357.0	57348.0	23293.0	14586.0	16298.0	53907.0	26115.0	18009.0	3002.0
RGS7	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0
SLC25A18	10.0	13.0	13.0	0.0	7.0	4.0	0.0	1.0	14.0	2.0	2.0	3.0
ZNF721	1130.0	1445.0	913.0	613.0	587.0	653.0	305.0	280.0	782.0	445.0	282.0	136.0
TSPEAR-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEAL7	0.0	2.0	10.0	3.0	1.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0
C11orf54	1052.0	1311.0	606.0	350.0	447.0	788.0	203.0	399.0	476.0	794.0	341.0	185.0
CEP63	1059.0	2252.0	865.0	635.0	572.0	641.0	305.0	332.0	1073.0	462.0	266.0	121.0
WFDC10B	10.0	40.0	28.0	4.0	30.0	3.0	2.0	1.0	16.0	4.0	3.0	2.0
SRPRA	4560.0	3691.0	2681.0	2321.0	1551.0	2312.0	1281.0	1673.0	1233.0	2569.0	1971.0	698.0
OTOP3	8.0	6.0	9.0	4.0	7.0	7.0	0.0	1.0	8.0	16.0	13.0	1.0
EWSR1	5739.0	3838.0	4203.0	2267.0	2754.0	3437.0	1154.0	1424.0	3376.0	4221.0	2434.0	852.0
ODF3L1	16.0	42.0	19.0	7.0	11.0	7.0	0.0	4.0	23.0	5.0	6.0	3.0
HMGN4	217.0	41.0	42.0	134.0	14.0	144.0	63.0	71.0	57.0	206.0	129.0	20.0
SPATA13	883.0	797.0	777.0	233.0	405.0	618.0	106.0	170.0	708.0	222.0	155.0	159.0
GJC1	0.0	11.0	37.0	0.0	19.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0
SOX1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNOT10	804.0	887.0	663.0	363.0	420.0	466.0	195.0	213.0	545.0	383.0	210.0	90.0
MTA1	1627.0	1068.0	1585.0	720.0	1037.0	909.0	313.0	384.0	719.0	490.0	351.0	147.0
ZNF662	117.0	76.0	198.0	78.0	94.0	96.0	29.0	35.0	79.0	36.0	18.0	14.0
CADM1	73.0	335.0	51.0	42.0	25.0	58.0	21.0	42.0	144.0	50.0	17.0	15.0
ZNF320	263.0	409.0	454.0	82.0	314.0	195.0	30.0	50.0	171.0	101.0	34.0	14.0
C12orf60	52.0	83.0	95.0	21.0	31.0	50.0	6.0	7.0	93.0	14.0	14.0	4.0
PYCR1	97.0	534.0	194.0	17.0	58.0	137.0	8.0	24.0	94.0	51.0	42.0	2.0
NAA38	5086.0	9888.0	11668.0	3855.0	7161.0	4659.0	1884.0	2070.0	9881.0	3209.0	1533.0	681.0
SPNS2	744.0	737.0	1076.0	390.0	1037.0	593.0	151.0	230.0	288.0	440.0	355.0	582.0
MCEMP1	3.0	6.0	62.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	42.0	0.0
AP2A2	737.0	1887.0	650.0	296.0	516.0	501.0	116.0	214.0	596.0	371.0	221.0	84.0
SLC8A1	31.0	18.0	17.0	1.0	2.0	6.0	0.0	9.0	1.0	19.0	264.0	2.0
SLC25A21	27.0	58.0	56.0	23.0	48.0	32.0	9.0	10.0	33.0	28.0	11.0	5.0
OTOP2	10.0	6.0	4.0	5.0	8.0	3.0	4.0	0.0	4.0	2.0	1.0	1.0
PCP4	2.0	10.0	21.0	3.0	7.0	1.0	0.0	1.0	6.0	2.0	0.0	0.0
ABAT	263.0	272.0	424.0	175.0	223.0	239.0	85.0	75.0	235.0	179.0	76.0	32.0
SLC25A10	287.0	545.0	694.0	204.0	420.0	214.0	103.0	96.0	515.0	181.0	69.0	30.0
CAMK1D	3711.0	3493.0	4038.0	2177.0	2820.0	1591.0	974.0	1020.0	1379.0	1146.0	870.0	331.0
RGPD6	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYSMD4	241.0	127.0	233.0	121.0	119.0	140.0	76.0	74.0	150.0	210.0	55.0	37.0
WBP2NL	69.0	150.0	359.0	32.0	176.0	69.0	22.0	13.0	77.0	25.0	12.0	11.0
IGSF5	16.0	28.0	28.0	14.0	17.0	13.0	5.0	8.0	6.0	6.0	4.0	5.0
NKX2-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFMID	312.0	607.0	246.0	195.0	271.0	254.0	117.0	94.0	399.0	144.0	115.0	51.0
GAS6	408.0	237.0	275.0	99.0	144.0	294.0	52.0	79.0	112.0	241.0	408.0	44.0
FREM3	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
NEB	26.0	28.0	28.0	3.0	14.0	11.0	2.0	4.0	8.0	17.0	2.0	7.0
BEGAIN	6.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	2.0	6.0	7.0	1.0
GPC6	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
ARHGEF37	909.0	864.0	1559.0	356.0	999.0	444.0	145.0	166.0	695.0	344.0	142.0	88.0
FAM43B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
CSMD1	188.0	138.0	98.0	78.0	35.0	155.0	33.0	38.0	207.0	196.0	33.0	22.0
CALHM3	13.0	8.0	4.0	16.0	3.0	6.0	11.0	2.0	1.0	3.0	3.0	2.0
PTGDR2	2.0	1.0	3.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0
CEP57L1	293.0	391.0	270.0	152.0	173.0	167.0	78.0	66.0	214.0	123.0	62.0	28.0
RIPPLY3	22.0	15.0	19.0	6.0	7.0	21.0	4.0	5.0	37.0	8.0	4.0	2.0
PRORY	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A2	3.0	2.0	10.0	0.0	2.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0
GPR19	3.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0
GJD3	34.0	2.0	0.0	2.0	0.0	11.0	3.0	4.0	0.0	16.0	10.0	4.0
RP11-863K10.7	4.0	2.0	15.0	5.0	9.0	3.0	1.0	0.0	7.0	1.0	1.0	1.0
RABIF	1975.0	2570.0	2705.0	1628.0	1898.0	1379.0	837.0	812.0	2322.0	1371.0	711.0	404.0
TMEM119	4.0	3.0	3.0	2.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	4.0
FANCF	590.0	606.0	623.0	298.0	335.0	362.0	142.0	128.0	405.0	303.0	140.0	60.0
CALN1	0.0	1.0	26.0	0.0	14.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0
SMDT1	6756.0	10751.0	12793.0	4895.0	8296.0	4120.0	2366.0	2951.0	9419.0	2144.0	2432.0	627.0
GABRR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2CD4C	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST6	1046.0	1937.0	2698.0	662.0	734.0	1369.0	297.0	464.0	992.0	510.0	238.0	78.0
POTEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
RUVBL2	3435.0	4224.0	1332.0	983.0	689.0	2329.0	469.0	525.0	5117.0	1880.0	822.0	463.0
GDPGP1	212.0	267.0	265.0	65.0	182.0	136.0	45.0	50.0	181.0	83.0	68.0	15.0
CTNNA3	0.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0
WT1-AS	0.0	0.0	105.0	0.0	19.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RIMBP3C	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
PRR36	112.0	96.0	87.0	63.0	23.0	70.0	39.0	64.0	2.0	68.0	12.0	8.0
LINC01547	90.0	83.0	129.0	44.0	83.0	63.0	16.0	21.0	69.0	49.0	19.0	2.0
OR51B4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTTG1IP	8426.0	12164.0	5676.0	3976.0	2688.0	5164.0	1996.0	3050.0	4732.0	5447.0	3094.0	2890.0
DDX41	1059.0	871.0	904.0	560.0	617.0	644.0	251.0	319.0	842.0	654.0	324.0	153.0
ABHD16B	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	3.0	1.0	1.0
OR52E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC60	907.0	1822.0	356.0	351.0	130.0	785.0	173.0	168.0	1557.0	380.0	181.0	83.0
PLGLB1	49.0	9.0	62.0	10.0	28.0	29.0	3.0	9.0	7.0	13.0	9.0	9.0
DAZAP2	6087.0	7180.0	9878.0	4059.0	5171.0	5161.0	1929.0	2019.0	6915.0	4321.0	2348.0	1520.0
CCBE1	52.0	71.0	141.0	14.0	130.0	20.0	0.0	3.0	67.0	10.0	5.0	3.0
SEP15	3980.0	4993.0	7096.0	2153.0	4667.0	3166.0	1070.0	1484.0	4209.0	2895.0	1574.0	615.0
TISP43	0.0	3.0	20.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5P2	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM9A	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CECR6	2.0	3.0	7.0	0.0	2.0	1.0	0.0	3.0	0.0	3.0	3.0	1.0
AC005037.3	63.0	19.0	61.0	47.0	25.0	25.0	23.0	28.0	63.0	28.0	21.0	13.0
ZNF623	309.0	174.0	474.0	131.0	192.0	132.0	63.0	75.0	103.0	166.0	56.0	43.0
EPHA10	3.0	11.0	14.0	4.0	4.0	2.0	3.0	2.0	3.0	1.0	0.0	0.0
CCDC125	1088.0	3650.0	694.0	583.0	368.0	914.0	300.0	330.0	1484.0	552.0	306.0	181.0
REC114	0.0	3.0	3.0	0.0	1.0	2.0	0.0	0.0	5.0	2.0	0.0	0.0
BOLA2	6.0	4.0	14.0	4.0	0.0	5.0	4.0	3.0	1.0	5.0	2.0	2.0
BCOR	554.0	282.0	539.0	188.0	232.0	313.0	71.0	86.0	192.0	230.0	160.0	133.0
JRKL	249.0	838.0	534.0	108.0	227.0	185.0	42.0	51.0	327.0	121.0	65.0	23.0
C10orf107	1236.0	3400.0	821.0	211.0	242.0	1161.0	84.0	48.0	3860.0	107.0	112.0	215.0
GBP6	511.0	489.0	290.0	81.0	123.0	172.0	38.0	39.0	1013.0	930.0	219.0	49.0
KIAA2026	1142.0	2701.0	1739.0	619.0	1150.0	664.0	255.0	314.0	941.0	484.0	235.0	157.0
OVCH2	1.0	2.0	9.0	0.0	2.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0
SYNDIG1L	0.0	0.0	1.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FHL3	157.0	116.0	206.0	108.0	113.0	95.0	47.0	53.0	59.0	134.0	224.0	25.0
