	GRO-03_biopsy	GRO-10_biopsy	GRO-08_biopsy	D372_Biop_Int2	GRO-06_biopsy	D326_Biop_Pro1	GRO-09_biopsy	D367_Biop_Pro1	D372_Biop_Pro1	D353_Biop_Pro1	D339_Biop_Int1	D354_Biop_Int2	GRO-04_biopsy	GRO-07_biopsy
ABCA5	2394.0	3811.0	2386.0	238.0	3908.0	759.0	3320.0	828.0	795.0	259.0	300.0	236.0	2495.0	5365.0
ENPP3	105.0	225.0	233.0	132.0	333.0	45.0	171.0	177.0	79.0	72.0	39.0	38.0	158.0	229.0
C4orf19	225.0	239.0	175.0	18.0	281.0	39.0	308.0	139.0	23.0	28.0	15.0	36.0	179.0	445.0
UCHL1	75.0	65.0	43.0	19.0	30.0	39.0	121.0	37.0	89.0	24.0	1.0	8.0	20.0	332.0
MIA3	2562.0	1650.0	1796.0	290.0	2068.0	611.0	2590.0	576.0	558.0	254.0	219.0	179.0	1475.0	2027.0
DISP1	240.0	117.0	109.0	86.0	186.0	66.0	173.0	77.0	71.0	5.0	39.0	19.0	64.0	102.0
TNIK	993.0	490.0	440.0	135.0	712.0	132.0	726.0	137.0	236.0	79.0	77.0	22.0	332.0	378.0
FAM167A	64.0	70.0	39.0	14.0	67.0	27.0	93.0	16.0	25.0	8.0	2.0	2.0	53.0	90.0
NEIL2	865.0	539.0	395.0	248.0	496.0	313.0	1052.0	249.0	702.0	235.0	104.0	148.0	389.0	638.0
PGM5	34.0	119.0	99.0	86.0	148.0	20.0	115.0	17.0	13.0	1.0	35.0	12.0	14.0	90.0
WNT3A	350.0	130.0	141.0	63.0	176.0	164.0	285.0	51.0	181.0	15.0	31.0	17.0	90.0	179.0
OBSCN	540.0	306.0	226.0	59.0	355.0	238.0	394.0	67.0	153.0	34.0	43.0	24.0	142.0	321.0
LONRF1	1397.0	628.0	504.0	67.0	800.0	179.0	518.0	145.0	145.0	102.0	41.0	60.0	296.0	761.0
TRIM11	469.0	366.0	271.0	98.0	432.0	193.0	693.0	83.0	231.0	70.0	66.0	23.0	171.0	506.0
ENAH	3549.0	4184.0	2359.0	420.0	4441.0	810.0	4459.0	714.0	878.0	294.0	524.0	350.0	1786.0	5794.0
PPP1R3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCSAP	335.0	179.0	126.0	16.0	213.0	41.0	312.0	34.0	31.0	17.0	40.0	10.0	81.0	234.0
ASZ1	0.0	1.0	0.0	1.0	7.0	5.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	6.0
SH3RF1	1470.0	837.0	686.0	141.0	1331.0	194.0	873.0	190.0	242.0	109.0	164.0	83.0	682.0	1224.0
GBP5	116.0	228.0	235.0	4.0	307.0	16.0	664.0	25.0	10.0	19.0	14.0	6.0	400.0	320.0
BUB3	3130.0	2107.0	1376.0	608.0	1793.0	879.0	3593.0	985.0	1499.0	396.0	657.0	393.0	1938.0	2150.0
GPR26	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC173	697.0	1482.0	2003.0	139.0	3971.0	405.0	1421.0	125.0	465.0	197.0	58.0	272.0	2704.0	4583.0
MMP21	4.0	6.0	4.0	0.0	10.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0	4.0	7.0
C10orf90	3.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
FAM69A	66.0	149.0	130.0	5.0	143.0	17.0	128.0	7.0	12.0	14.0	9.0	12.0	76.0	199.0
ATP5G3	13386.0	10857.0	6412.0	3974.0	10873.0	8541.0	30189.0	8899.0	11384.0	3193.0	6757.0	2517.0	12048.0	10113.0
CNTNAP3B	394.0	517.0	257.0	85.0	327.0	77.0	313.0	175.0	157.0	51.0	64.0	29.0	228.0	744.0
FAM27C	120.0	428.0	317.0	74.0	249.0	88.0	562.0	80.0	147.0	56.0	27.0	88.0	675.0	868.0
MAGED4	0.0	0.0	2.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
SRSF12	31.0	10.0	17.0	11.0	24.0	40.0	41.0	20.0	27.0	8.0	8.0	6.0	12.0	38.0
PDLIM3	122.0	299.0	155.0	459.0	152.0	35.0	332.0	26.0	117.0	8.0	50.0	57.0	33.0	207.0
SORBS2	1469.0	2592.0	1432.0	491.0	2636.0	833.0	2551.0	636.0	878.0	219.0	367.0	178.0	1184.0	3551.0
TCEB1	4428.0	5156.0	2938.0	1508.0	4459.0	2059.0	6565.0	2084.0	3089.0	710.0	1452.0	810.0	4623.0	4543.0
LY96	288.0	880.0	167.0	174.0	202.0	117.0	1125.0	122.0	139.0	24.0	248.0	26.0	178.0	344.0
PSMA8	3.0	4.0	4.0	1.0	4.0	1.0	6.0	1.0	1.0	0.0	2.0	1.0	5.0	1.0
TMSB4Y	363.0	172.0	155.0	0.0	148.0	139.0	0.0	145.0	0.0	0.0	45.0	23.0	151.0	236.0
CXADR	3689.0	1908.0	1724.0	448.0	3130.0	1433.0	5342.0	1717.0	1617.0	533.0	900.0	501.0	1514.0	3125.0
BTG3	3046.0	2201.0	1279.0	489.0	2885.0	884.0	3835.0	1000.0	1490.0	314.0	476.0	323.0	2114.0	2757.0
C21orf91	1047.0	893.0	688.0	43.0	1016.0	102.0	1069.0	179.0	178.0	77.0	194.0	38.0	616.0	1010.0
CHODL	49.0	39.0	7.0	6.0	17.0	6.0	30.0	14.0	12.0	2.0	4.0	2.0	17.0	12.0
NCAM2	31.0	24.0	14.0	5.0	12.0	6.0	11.0	8.0	7.0	4.0	1.0	0.0	8.0	26.0
L3MBTL4	360.0	299.0	207.0	72.0	512.0	172.0	293.0	147.0	157.0	40.0	49.0	41.0	98.0	460.0
PDE1C	35.0	62.0	28.0	15.0	122.0	11.0	58.0	4.0	11.0	3.0	2.0	8.0	25.0	42.0
RABGEF1	299.0	396.0	283.0	59.0	575.0	82.0	264.0	90.0	59.0	15.0	62.0	50.0	187.0	518.0
MRPL39	906.0	561.0	674.0	591.0	782.0	453.0	829.0	742.0	981.0	168.0	422.0	201.0	483.0	599.0
JAM2	192.0	991.0	208.0	727.0	116.0	269.0	1015.0	204.0	164.0	40.0	408.0	41.0	143.0	329.0
ATP5J	8093.0	12237.0	6709.0	6792.0	9395.0	6831.0	17471.0	7335.0	10750.0	4227.0	5995.0	3581.0	12670.0	11318.0
GABPA	480.0	464.0	429.0	19.0	499.0	136.0	421.0	139.0	191.0	45.0	81.0	41.0	217.0	451.0
ADAMTS1	294.0	858.0	415.0	89.0	340.0	23.0	1253.0	92.0	33.0	3.0	37.0	16.0	59.0	243.0
ADAMTS5	11.0	35.0	2.0	6.0	10.0	0.0	43.0	2.0	0.0	1.0	0.0	0.0	0.0	18.0
TSEN2	370.0	319.0	240.0	185.0	421.0	284.0	563.0	263.0	327.0	42.0	89.0	84.0	275.0	527.0
SLFN13	596.0	1093.0	983.0	74.0	2431.0	149.0	997.0	141.0	101.0	120.0	37.0	61.0	804.0	2412.0
WNT7A	2.0	7.0	14.0	0.0	6.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	1.0	7.0
XPC	2133.0	2097.0	1533.0	436.0	2648.0	786.0	2217.0	529.0	1182.0	176.0	260.0	153.0	1207.0	2986.0
CCDC174	1247.0	1508.0	1039.0	499.0	1505.0	740.0	1811.0	505.0	853.0	212.0	251.0	220.0	1309.0	1815.0
FGD5	50.0	173.0	39.0	60.0	53.0	40.0	195.0	19.0	28.0	13.0	51.0	5.0	14.0	62.0
FLCN	549.0	582.0	443.0	47.0	1032.0	188.0	697.0	185.0	355.0	0.0	0.0	55.0	282.0	1211.0
DPH3	1009.0	917.0	573.0	255.0	842.0	220.0	1452.0	305.0	383.0	156.0	187.0	168.0	844.0	904.0
OXNAD1	616.0	384.0	501.0	35.0	537.0	119.0	948.0	93.0	139.0	17.0	82.0	44.0	702.0	495.0
PLCL2	133.0	155.0	187.0	9.0	228.0	18.0	253.0	4.0	15.0	14.0	10.0	13.0	126.0	309.0
CXXC1	1314.0	717.0	560.0	225.0	685.0	411.0	1234.0	215.0	526.0	114.0	38.0	66.0	584.0	841.0
SKA1	33.0	16.0	19.0	10.0	12.0	6.0	96.0	6.0	12.0	4.0	20.0	4.0	9.0	12.0
PPP4R1	2062.0	1990.0	1620.0	294.0	2688.0	511.0	2088.0	534.0	738.0	145.0	299.0	178.0	1485.0	2772.0
APCDD1	711.0	804.0	507.0	55.0	915.0	216.0	864.0	268.0	266.0	113.0	118.0	96.0	503.0	858.0
PIEZO2	163.0	95.0	244.0	4.0	277.0	43.0	80.0	3.0	16.0	10.0	7.0	16.0	103.0	291.0
MPPE1	838.0	822.0	564.0	388.0	949.0	446.0	925.0	440.0	762.0	76.0	181.0	105.0	750.0	994.0
USP43	221.0	372.0	281.0	15.0	630.0	35.0	236.0	95.0	62.0	84.0	57.0	40.0	239.0	631.0
RAB6B	106.0	190.0	259.0	10.0	146.0	61.0	147.0	28.0	45.0	69.0	18.0	41.0	117.0	299.0
EME1	22.0	15.0	9.0	9.0	12.0	0.0	31.0	10.0	19.0	0.0	5.0	0.0	6.0	11.0
EPHB1	97.0	74.0	26.0	14.0	63.0	23.0	70.0	3.0	35.0	6.0	8.0	4.0	26.0	80.0
ACSS1	915.0	628.0	672.0	75.0	906.0	256.0	690.0	163.0	293.0	82.0	128.0	52.0	396.0	1151.0
ANKRD40	904.0	634.0	363.0	47.0	504.0	170.0	549.0	352.0	301.0	37.0	16.0	61.0	280.0	499.0
ZNF18	231.0	165.0	100.0	60.0	147.0	179.0	191.0	128.0	252.0	42.0	15.0	55.0	116.0	189.0
CA10	3.0	9.0	27.0	1.0	15.0	0.0	8.0	0.0	9.0	6.0	0.0	0.0	8.0	17.0
VOPP1	927.0	893.0	658.0	183.0	960.0	286.0	1825.0	277.0	404.0	80.0	166.0	111.0	584.0	1174.0
SEPT14	1.0	3.0	3.0	4.0	17.0	20.0	0.0	4.0	7.0	0.0	6.0	2.0	0.0	5.0
APOOL	701.0	678.0	427.0	60.0	670.0	176.0	733.0	195.0	174.0	64.0	120.0	85.0	325.0	681.0
DKK2	19.0	14.0	7.0	6.0	3.0	0.0	3.0	0.0	2.0	0.0	1.0	1.0	3.0	6.0
CYP2U1	339.0	314.0	260.0	59.0	272.0	70.0	282.0	40.0	89.0	33.0	31.0	18.0	112.0	403.0
RSPH10B	131.0	224.0	129.0	12.0	502.0	35.0	130.0	21.0	37.0	35.0	6.0	30.0	326.0	410.0
FBXL18	129.0	88.0	173.0	59.0	281.0	114.0	122.0	89.0	59.0	4.0	20.0	22.0	78.0	319.0
CNTNAP5	2.0	1.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	2.0
PROM2	881.0	809.0	434.0	171.0	656.0	382.0	1312.0	397.0	419.0	141.0	470.0	89.0	469.0	784.0
AK9	1227.0	2138.0	1988.0	77.0	3466.0	401.0	1626.0	132.0	321.0	166.0	72.0	237.0	2858.0	4777.0
ODF1	19.0	24.0	60.0	1.0	18.0	7.0	17.0	2.0	6.0	2.0	1.0	4.0	46.0	37.0
KLF10	5559.0	3061.0	1723.0	350.0	2901.0	380.0	1490.0	501.0	481.0	197.0	265.0	143.0	2027.0	3005.0
PTPRN2	986.0	1590.0	1326.0	149.0	2049.0	865.0	1193.0	330.0	790.0	401.0	327.0	314.0	1663.0	2486.0
AZIN1	3050.0	3490.0	2974.0	437.0	4470.0	997.0	2640.0	1116.0	1204.0	863.0	577.0	587.0	2728.0	4919.0
ATP6V1C1	1202.0	900.0	665.0	225.0	885.0	262.0	1223.0	319.0	498.0	126.0	337.0	161.0	576.0	1057.0
TMEM55A	522.0	332.0	257.0	180.0	205.0	180.0	446.0	166.0	254.0	40.0	88.0	50.0	172.0	297.0
OTUD6B	294.0	330.0	312.0	107.0	588.0	108.0	407.0	99.0	93.0	53.0	47.0	40.0	187.0	584.0
CDK19	509.0	515.0	378.0	87.0	671.0	153.0	677.0	84.0	200.0	68.0	90.0	48.0	291.0	741.0
GTF3C6	3326.0	2796.0	1934.0	1494.0	2610.0	1676.0	8205.0	1865.0	2417.0	792.0	1195.0	930.0	3427.0	3289.0
TTC39B	899.0	808.0	529.0	140.0	1269.0	181.0	1052.0	275.0	213.0	67.0	148.0	73.0	560.0	1043.0
AGPAT5	410.0	433.0	376.0	98.0	620.0	145.0	738.0	98.0	143.0	26.0	153.0	39.0	360.0	624.0
MMS19	532.0	389.0	279.0	202.0	514.0	240.0	763.0	249.0	335.0	37.0	119.0	63.0	242.0	587.0
PI4K2A	309.0	187.0	162.0	37.0	262.0	51.0	343.0	22.0	80.0	24.0	15.0	22.0	114.0	288.0
MARVELD1	608.0	572.0	297.0	134.0	541.0	377.0	763.0	311.0	521.0	144.0	89.0	101.0	171.0	385.0
ZFYVE27	611.0	429.0	367.0	98.0	409.0	148.0	586.0	136.0	250.0	64.0	7.0	13.0	314.0	468.0
GOLGA7B	7.0	14.0	6.0	6.0	9.0	4.0	35.0	1.0	0.0	3.0	5.0	1.0	8.0	6.0
GPR78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRMT44	257.0	203.0	187.0	13.0	337.0	57.0	295.0	22.0	78.0	10.0	34.0	16.0	190.0	372.0
SLC25A28	558.0	347.0	323.0	42.0	492.0	136.0	1448.0	134.0	198.0	65.0	30.0	11.0	207.0	487.0
HSPA13	374.0	293.0	216.0	69.0	365.0	61.0	433.0	72.0	178.0	47.0	77.0	46.0	171.0	265.0
SAMSN1	1953.0	1629.0	2078.0	83.0	2322.0	21.0	2586.0	15.0	25.0	16.0	7.0	10.0	2956.0	2082.0
USP25	526.0	535.0	521.0	33.0	630.0	105.0	507.0	133.0	149.0	50.0	18.0	20.0	353.0	670.0
GRAMD3	2721.0	1935.0	1990.0	587.0	3314.0	403.0	2342.0	773.0	683.0	238.0	312.0	403.0	1522.0	4328.0
ZCCHC10	1230.0	1890.0	1045.0	259.0	2419.0	508.0	1814.0	630.0	784.0	325.0	438.0	253.0	1384.0	2414.0
C16orf87	681.0	575.0	287.0	100.0	496.0	188.0	597.0	270.0	285.0	111.0	95.0	72.0	303.0	596.0
MOV10	562.0	457.0	347.0	132.0	428.0	252.0	943.0	259.0	384.0	14.0	173.0	72.0	319.0	550.0
RHOC	10757.0	5566.0	4658.0	2848.0	5282.0	8102.0	13981.0	3996.0	10218.0	2072.0	2007.0	1412.0	5371.0	5793.0
PPM1J	174.0	78.0	86.0	78.0	75.0	127.0	201.0	41.0	161.0	11.0	26.0	38.0	72.0	106.0
DBI	6202.0	9881.0	7089.0	3575.0	9131.0	5614.0	15383.0	5053.0	7715.0	2983.0	5484.0	2379.0	11670.0	12007.0
SLC16A1	456.0	267.0	138.0	57.0	387.0	104.0	532.0	98.0	123.0	19.0	64.0	22.0	211.0	323.0
HEATR3	92.0	140.0	99.0	26.0	280.0	38.0	258.0	39.0	58.0	13.0	13.0	13.0	89.0	238.0
TRIM74	12.0	3.0	2.0	1.0	8.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	4.0	6.0
NIFK	2594.0	1895.0	1457.0	637.0	2246.0	1258.0	3757.0	1010.0	1854.0	225.0	589.0	271.0	1862.0	2413.0
OXA1L	3637.0	2013.0	1247.0	1379.0	2297.0	1895.0	5837.0	1588.0	3135.0	554.0	1004.0	714.0	1861.0	2359.0
SLC7A7	121.0	115.0	143.0	29.0	193.0	33.0	617.0	41.0	47.0	0.0	24.0	16.0	106.0	315.0
LARP1	2370.0	2117.0	1687.0	372.0	3412.0	806.0	3777.0	669.0	869.0	283.0	203.0	133.0	1204.0	3673.0
CNOT8	803.0	873.0	455.0	245.0	941.0	262.0	905.0	341.0	473.0	89.0	61.0	126.0	523.0	869.0
GRIA1	31.0	10.0	6.0	7.0	3.0	4.0	14.0	0.0	2.0	0.0	0.0	2.0	1.0	20.0
LRGUK	133.0	196.0	243.0	5.0	389.0	37.0	137.0	22.0	17.0	26.0	7.0	13.0	230.0	506.0
SETD9	823.0	572.0	290.0	225.0	386.0	127.0	646.0	233.0	459.0	78.0	220.0	115.0	366.0	491.0
MIER3	372.0	268.0	268.0	16.0	411.0	51.0	318.0	78.0	93.0	33.0	63.0	14.0	184.0	355.0
NUP205	335.0	367.0	232.0	28.0	404.0	111.0	370.0	121.0	87.0	49.0	94.0	22.0	246.0	394.0
ZKSCAN2	113.0	104.0	81.0	38.0	112.0	27.0	111.0	52.0	62.0	26.0	14.0	10.0	61.0	114.0
C9orf85	467.0	486.0	400.0	138.0	555.0	274.0	738.0	178.0	336.0	72.0	22.0	72.0	385.0	594.0
XAGE2	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0
PIK3AP1	82.0	170.0	133.0	15.0	213.0	12.0	383.0	16.0	19.0	11.0	2.0	6.0	82.0	165.0
RBM45	244.0	306.0	203.0	120.0	287.0	138.0	298.0	68.0	240.0	116.0	80.0	97.0	203.0	307.0
C10orf12	579.0	270.0	243.0	47.0	477.0	85.0	466.0	42.0	59.0	19.0	24.0	3.0	179.0	461.0
TTN	36.0	39.0	81.0	6.0	141.0	5.0	128.0	0.0	2.0	1.0	7.0	0.0	155.0	110.0
VSIG4	165.0	87.0	17.0	14.0	53.0	7.0	914.0	16.0	32.0	6.0	7.0	9.0	20.0	110.0
PDIA4	3031.0	2932.0	2359.0	1335.0	3368.0	1132.0	3366.0	1335.0	1919.0	602.0	938.0	541.0	2227.0	3528.0
KDM8	100.0	93.0	120.0	15.0	151.0	24.0	82.0	33.0	57.0	22.0	13.0	19.0	104.0	176.0
PDZD9	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
OTOA	2.0	1.0	2.0	5.0	4.0	1.0	6.0	4.0	2.0	3.0	2.0	3.0	3.0	4.0
KCTD18	335.0	329.0	284.0	119.0	435.0	205.0	377.0	242.0	280.0	65.0	47.0	80.0	203.0	429.0
FAM126B	876.0	1012.0	763.0	107.0	1173.0	349.0	1071.0	384.0	409.0	111.0	195.0	141.0	470.0	1269.0
ALS2CR12	243.0	474.0	536.0	19.0	583.0	79.0	278.0	16.0	50.0	17.0	10.0	66.0	627.0	1014.0
ALS2CR11	20.0	10.0	14.0	4.0	21.0	4.0	13.0	6.0	5.0	2.0	1.0	1.0	14.0	22.0
TMEM237	1911.0	1368.0	942.0	528.0	1427.0	691.0	1252.0	640.0	1078.0	336.0	494.0	285.0	808.0	1605.0
FZD7	282.0	181.0	74.0	11.0	172.0	17.0	133.0	25.0	33.0	7.0	14.0	4.0	58.0	150.0
SPAG17	1010.0	2841.0	2381.0	136.0	4191.0	621.0	2096.0	195.0	304.0	329.0	90.0	409.0	4706.0	7178.0
DEPTOR	433.0	387.0	330.0	164.0	311.0	115.0	192.0	113.0	159.0	78.0	112.0	134.0	196.0	295.0
FMN2	19.0	75.0	113.0	4.0	87.0	49.0	33.0	1.0	6.0	14.0	1.0	29.0	62.0	186.0
RNF20	1335.0	1150.0	981.0	133.0	1414.0	422.0	2015.0	325.0	611.0	96.0	170.0	87.0	886.0	1561.0
PPARGC1B	388.0	320.0	207.0	76.0	607.0	197.0	992.0	186.0	156.0	58.0	92.0	17.0	184.0	497.0
ELMO1	176.0	425.0	250.0	81.0	236.0	156.0	782.0	102.0	100.0	8.0	99.0	29.0	211.0	272.0
SLC26A2	1951.0	2595.0	1170.0	262.0	3270.0	575.0	2816.0	663.0	783.0	162.0	392.0	129.0	1040.0	2647.0
LSM11	92.0	58.0	89.0	34.0	146.0	36.0	162.0	38.0	56.0	15.0	16.0	14.0	27.0	156.0
MED7	776.0	658.0	489.0	90.0	516.0	228.0	907.0	133.0	413.0	188.0	124.0	84.0	583.0	650.0
SAXO1	23.0	34.0	45.0	1.0	38.0	3.0	27.0	5.0	4.0	4.0	4.0	5.0	29.0	52.0
RRAGA	2840.0	2463.0	1627.0	924.0	2188.0	1476.0	3436.0	1205.0	2187.0	668.0	597.0	555.0	2313.0	2853.0
SLC24A2	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PXYLP1	164.0	143.0	110.0	35.0	174.0	45.0	185.0	57.0	64.0	22.0	6.0	10.0	81.0	166.0
ADCY8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASA2	1240.0	1075.0	749.0	58.0	1333.0	174.0	1482.0	113.0	180.0	72.0	11.0	39.0	796.0	1334.0
RMND1	394.0	234.0	262.0	226.0	298.0	287.0	383.0	289.0	522.0	110.0	193.0	136.0	213.0	370.0
RAET1L	137.0	38.0	35.0	14.0	66.0	2.0	26.0	5.0	8.0	5.0	70.0	0.0	37.0	57.0
SLA	415.0	521.0	719.0	15.0	822.0	24.0	2060.0	11.0	26.0	0.0	10.0	6.0	787.0	1002.0
TMBIM4	3658.0	5913.0	5222.0	2595.0	5542.0	2216.0	6914.0	2766.0	3541.0	1440.0	2085.0	1395.0	3973.0	5718.0
VBP1	2126.0	1532.0	1026.0	654.0	1351.0	778.0	2506.0	746.0	1288.0	296.0	650.0	309.0	1307.0	1495.0
RAB39B	57.0	39.0	35.0	13.0	35.0	10.0	110.0	5.0	14.0	6.0	1.0	3.0	56.0	27.0
CLIC2	145.0	260.0	106.0	154.0	74.0	54.0	372.0	51.0	66.0	13.0	84.0	2.0	59.0	110.0
AFF2	10.0	9.0	3.0	5.0	10.0	1.0	7.0	3.0	2.0	0.0	1.0	0.0	4.0	10.0
MICU3	482.0	395.0	190.0	36.0	348.0	186.0	638.0	39.0	157.0	11.0	1.0	35.0	187.0	530.0
GRIP1	113.0	125.0	66.0	16.0	105.0	31.0	93.0	30.0	40.0	14.0	29.0	14.0	50.0	86.0
VPS37A	1082.0	782.0	607.0	201.0	876.0	320.0	994.0	290.0	445.0	134.0	211.0	182.0	500.0	898.0
KIF5A	5.0	2.0	1.0	0.0	7.0	2.0	10.0	2.0	1.0	1.0	1.0	0.0	1.0	4.0
NAT2	5.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	8.0
PSD3	1805.0	1633.0	1258.0	118.0	2015.0	450.0	1722.0	433.0	412.0	116.0	258.0	133.0	928.0	2298.0
CARNMT1	772.0	484.0	392.0	105.0	584.0	137.0	707.0	185.0	151.0	91.0	140.0	61.0	222.0	547.0
MCU	420.0	426.0	338.0	64.0	863.0	70.0	569.0	80.0	124.0	29.0	50.0	42.0	297.0	730.0
ELMSAN1	1255.0	1096.0	961.0	83.0	1658.0	412.0	1328.0	467.0	306.0	154.0	157.0	103.0	636.0	1805.0
CFAP70	2475.0	3748.0	4438.0	81.0	5950.0	379.0	1442.0	154.0	246.0	276.0	74.0	220.0	3000.0	6286.0
GNA14	232.0	502.0	307.0	54.0	586.0	51.0	432.0	81.0	43.0	45.0	41.0	34.0	400.0	881.0
FAM161B	252.0	167.0	241.0	20.0	274.0	95.0	196.0	53.0	75.0	17.0	6.0	25.0	136.0	302.0
GNAQ	3810.0	4262.0	2026.0	343.0	4221.0	894.0	4670.0	1357.0	901.0	324.0	682.0	234.0	2203.0	5348.0
WIF1	4.0	85.0	10.0	0.0	1.0	2.0	8.0	0.0	0.0	0.0	0.0	5.0	23.0	17.0
UGT2B4	7.0	7.0	2.0	0.0	8.0	9.0	10.0	9.0	2.0	3.0	1.0	0.0	12.0	10.0
GPR61	3.0	1.0	1.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0
MMP16	14.0	51.0	14.0	12.0	13.0	19.0	25.0	5.0	5.0	1.0	38.0	1.0	7.0	17.0
ADK	2120.0	1247.0	934.0	536.0	1178.0	771.0	1751.0	994.0	1288.0	320.0	643.0	345.0	993.0	1253.0
KCNMA1	131.0	105.0	75.0	92.0	111.0	28.0	86.0	13.0	79.0	9.0	16.0	27.0	40.0	74.0
BATF	349.0	352.0	170.0	62.0	362.0	97.0	1329.0	214.0	197.0	34.0	64.0	47.0	402.0	371.0
DCK	538.0	396.0	536.0	305.0	531.0	380.0	610.0	345.0	499.0	226.0	354.0	155.0	155.0	420.0
ADAMTS3	25.0	24.0	22.0	4.0	19.0	0.0	64.0	0.0	4.0	4.0	5.0	3.0	13.0	29.0
ALX3	4.0	2.0	4.0	0.0	5.0	2.0	8.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0
DPY19L4	791.0	695.0	715.0	115.0	926.0	243.0	543.0	181.0	287.0	88.0	107.0	81.0	337.0	826.0
NDUFAF6	1056.0	908.0	640.0	199.0	985.0	364.0	1203.0	384.0	556.0	193.0	97.0	137.0	869.0	1160.0
DRAM2	1815.0	1984.0	1014.0	537.0	1355.0	927.0	2574.0	818.0	1376.0	368.0	427.0	250.0	1414.0	1958.0
C8orf37	126.0	159.0	145.0	27.0	296.0	116.0	137.0	21.0	56.0	44.0	17.0	22.0	102.0	242.0
PPEF2	4.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0
CFAP161	232.0	457.0	378.0	32.0	410.0	70.0	296.0	51.0	76.0	79.0	16.0	76.0	664.0	840.0
ADAMTSL3	476.0	216.0	142.0	81.0	290.0	109.0	228.0	49.0	57.0	24.0	30.0	11.0	144.0	370.0
ART3	9.0	10.0	5.0	7.0	23.0	19.0	5.0	9.0	11.0	4.0	1.0	9.0	0.0	23.0
SLC28A1	2.0	11.0	0.0	0.0	5.0	8.0	7.0	2.0	1.0	0.0	0.0	2.0	4.0	13.0
WHAMM	1111.0	406.0	636.0	158.0	1054.0	393.0	1141.0	264.0	427.0	55.0	104.0	71.0	319.0	1097.0
CXCL13	20.0	90.0	16.0	1.0	4.0	0.0	106.0	1.0	1.0	0.0	0.0	0.0	72.0	3.0
N6AMT1	385.0	289.0	330.0	35.0	328.0	148.0	468.0	100.0	208.0	46.0	10.0	68.0	322.0	416.0
RWDD2B	388.0	360.0	214.0	59.0	339.0	85.0	598.0	133.0	169.0	33.0	121.0	66.0	270.0	364.0
USP16	5180.0	4670.0	3290.0	734.0	5127.0	1949.0	7470.0	995.0	1866.0	273.0	655.0	388.0	4307.0	6305.0
CCT8	4799.0	3399.0	3099.0	1538.0	4155.0	2045.0	7363.0	2227.0	3610.0	1028.0	2022.0	869.0	2986.0	3858.0
MAP3K7CL	180.0	214.0	92.0	51.0	139.0	65.0	186.0	36.0	90.0	7.0	21.0	6.0	69.0	154.0
BACH1	1625.0	687.0	740.0	79.0	1182.0	119.0	1116.0	156.0	183.0	45.0	104.0	41.0	581.0	1170.0
CLDN17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN8	227.0	233.0	305.0	70.0	374.0	195.0	49.0	23.0	219.0	143.0	99.0	49.0	239.0	235.0
TSPAN7	468.0	1666.0	355.0	1488.0	321.0	554.0	1691.0	471.0	635.0	112.0	929.0	99.0	357.0	565.0
TIAM1	523.0	351.0	192.0	38.0	670.0	78.0	539.0	16.0	104.0	18.0	63.0	17.0	129.0	334.0
SCAF4	882.0	748.0	525.0	184.0	860.0	292.0	962.0	279.0	370.0	117.0	181.0	68.0	492.0	877.0
RPGR	1025.0	1844.0	1675.0	69.0	2884.0	193.0	2300.0	99.0	241.0	114.0	87.0	127.0	1794.0	3840.0
CDK20	138.0	149.0	150.0	26.0	281.0	53.0	172.0	15.0	85.0	43.0	16.0	19.0	210.0	280.0
PCGF6	313.0	243.0	156.0	33.0	227.0	163.0	417.0	142.0	250.0	54.0	26.0	50.0	184.0	254.0
